"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length"
"PcyM_0318100","PcyM_0318100-t36_1","P. cynomolgi strain M","PcyM_03:820,812..821,432(+)","30S ribosomal protein S8, putative","390"
"PcyM_0318200","PcyM_0318200-t36_1","P. cynomolgi strain M","PcyM_03:823,451..825,021(+)","prefoldin subunit 3, putative","570"
"PcyM_0318300","PcyM_0318300-t36_1","P. cynomolgi strain M","PcyM_03:826,281..830,452(+)","conserved Plasmodium protein, unknown function","2994"
"PcyM_0318400","PcyM_0318400-t36_1","P. cynomolgi strain M","PcyM_03:830,983..832,398(-)","conserved Plasmodium protein, unknown function","1416"
"PcyM_0318500","PcyM_0318500-t36_1","P. cynomolgi strain M","PcyM_03:834,724..836,492(-)","PIR protein","1359"
"PcyM_0318600","PcyM_0318600-t36_1","P. cynomolgi strain M","PcyM_03:837,643..839,353(-)","PIR protein","1320"
"PcyM_0318700","PcyM_0318700-t36_1","P. cynomolgi strain M","PcyM_03:844,615..845,723(+)","PIR protein","876"
"PcyM_0318900","PcyM_0318900-t36_1","P. cynomolgi strain M","PcyM_03:849,598..850,673(+)","PIR protein","837"
"PcyM_0319000","PcyM_0319000-t36_1","P. cynomolgi strain M","PcyM_03:856,166..857,734(-)","PIR protein","1254"
"PcyM_0319100","PcyM_0319100-t36_1","P. cynomolgi strain M","PcyM_03:860,411..862,010(-)","PIR protein","1083"
"PcyM_0319150","PcyM_0319150-t36_1","P. cynomolgi strain M","PcyM_03:863,511..864,312(+)","PIR protein, pseudogene","642"
"PcyM_0319200","PcyM_0319200-t36_1","P. cynomolgi strain M","PcyM_03:867,691..869,022(-)","PIR protein","942"
"PcyM_0319300","PcyM_0319300-t36_1","P. cynomolgi strain M","PcyM_03:871,814..873,396(-)","conserved Plasmodium protein, unknown function","822"
"PcyM_0319400","PcyM_0319400-t36_1","P. cynomolgi strain M","PcyM_03:875,945..876,978(+)","conserved Plasmodium protein, unknown function","747"
"PcyM_0319500","PcyM_0319500-t36_1","P. cynomolgi strain M","PcyM_03:878,374..878,931(+)","conserved Plasmodium protein, unknown function","558"
"PcyM_0319600","PcyM_0319600-t36_1","P. cynomolgi strain M","PcyM_03:879,517..880,534(-)","conserved Plasmodium protein, unknown function","534"
"PcyM_0319700","PcyM_0319700-t36_1","P. cynomolgi strain M","PcyM_03:881,931..883,840(+)","serine/threonine-protein kinase NEK4, putative","933"
"PcyM_0319800","PcyM_0319800-t36_1","P. cynomolgi strain M","PcyM_03:885,847..888,600(+)","actin-related protein, putative","2754"
"PcyM_0319900","PcyM_0319900-t36_1","P. cynomolgi strain M","PcyM_03:889,137..893,474(-)","conserved Plasmodium protein, unknown function","4338"
"PcyM_0320000","PcyM_0320000-t36_1","P. cynomolgi strain M","PcyM_03:895,270..896,974(-)","LEM3/CDC50 family protein, putative","1464"
"PcyM_0320050","PcyM_0320050-t36_1","P. cynomolgi strain M","PcyM_03:899,005..899,695(-)","60S ribosomal protein L11, putative","522"
"PcyM_0320100","PcyM_0320100-t36_1","P. cynomolgi strain M","PcyM_03:901,614..902,535(+)","40S ribosomal protein S10, putative","411"
"PcyM_0320200","PcyM_0320200-t36_1","P. cynomolgi strain M","PcyM_03:903,089..904,741(-)","conserved Plasmodium protein, unknown function","1653"
"PcyM_0320300","PcyM_0320300-t36_1","P. cynomolgi strain M","PcyM_03:905,360..914,116(+)","conserved Plasmodium protein, unknown function","8757"
"PcyM_0320400","PcyM_0320400-t36_1","P. cynomolgi strain M","PcyM_03:914,654..915,486(+)","exosome complex component CSL4, putative","570"
"PcyM_0320450","PcyM_0320450-t36_1","P. cynomolgi strain M","PcyM_03:915,656..916,661(-)","small subunit rRNA processing protein, putative","900"
"PcyM_0320500","PcyM_0320500-t36_1","P. cynomolgi strain M","PcyM_03:917,268..917,783(+)","conserved Plasmodium protein, unknown function","363"
"PcyM_0320600","PcyM_0320600-t36_1","P. cynomolgi strain M","PcyM_03:918,221..918,723(-)","conserved Plasmodium protein, unknown function","348"
"PcyM_0320700","PcyM_0320700-t36_1","P. cynomolgi strain M","PcyM_03:920,691..922,745(+)","ferrodoxin reductase-like protein","2055"
"PcyM_0320750","PcyM_0320750-t36_1","P. cynomolgi strain M","PcyM_03:923,767..925,337(+)","conserved Plasmodium protein, unknown function","405"
"PcyM_0320800","PcyM_0320800-t36_1","P. cynomolgi strain M","PcyM_03:925,759..928,151(-)","conserved Plasmodium protein, unknown function","705"
"PcyM_0320900","PcyM_0320900-t36_1","P. cynomolgi strain M","PcyM_03:930,010..937,491(+)","phosphoinositide-binding protein, putative","6381"
"PcyM_0321100","PcyM_0321100-t36_1","P. cynomolgi strain M","PcyM_03:938,436..940,355(+)","Ham1-like protein, putative","597"
"PcyM_0321300","PcyM_0321300-t36_1","P. cynomolgi strain M","PcyM_03:940,510..941,446(+)","conserved Plasmodium protein, unknown function","660"
"PcyM_0321400","PcyM_0321400-t36_1","P. cynomolgi strain M","PcyM_03:943,341..951,862(+)","conserved Plasmodium protein, unknown function","8373"
"PcyM_0321500","PcyM_0321500-t36_1","P. cynomolgi strain M","PcyM_03:954,131..954,871(+)","conserved Plasmodium protein, unknown function","741"
"PcyM_0321600","PcyM_0321600-t36_1","P. cynomolgi strain M","PcyM_03:955,951..958,923(-)","conserved Plasmodium protein, unknown function","2973"
"PcyM_0321700","PcyM_0321700-t36_1","P. cynomolgi strain M","PcyM_03:960,069..962,459(+)","DEAD/DEAH box ATP-dependent RNA helicase, putative","2391"
"PcyM_0321800","PcyM_0321800-t36_1","P. cynomolgi strain M","PcyM_03:964,201..965,884(+)","conserved Plasmodium protein, unknown function","663"
"PcyM_0321850","PcyM_0321850-t36_1","P. cynomolgi strain M","PcyM_03:966,316..968,814(+)","conserved Plasmodium protein, unknown function","2499"
"PcyM_0321900","PcyM_0321900-t36_1","P. cynomolgi strain M","PcyM_03:969,414..970,126(-)","40S ribosomal protein S5, putative","588"
"PcyM_0322000","PcyM_0322000-t36_1","P. cynomolgi strain M","PcyM_03:973,729..975,144(+)","secreted ookinete protein, putative","1416"
"PcyM_0322100","PcyM_0322100-t36_1","P. cynomolgi strain M","PcyM_03:976,666..977,332(+)","conserved Plasmodium protein, unknown function","324"
"PcyM_0322200","PcyM_0322200-t36_1","P. cynomolgi strain M","PcyM_03:978,260..978,921(-)","V-type ATPase V0 subunit e, putative","237"
"PcyM_0322300","PcyM_0322300-t36_1","P. cynomolgi strain M","PcyM_03:980,732..981,523(+)","conserved Plasmodium protein, unknown function","792"
"PcyM_0322400","PcyM_0322400-t36_1","P. cynomolgi strain M","PcyM_03:983,365..984,528(+)","PelOta protein homologue, putative","1164"
"PcyM_0322500","PcyM_0322500-t36_1","P. cynomolgi strain M","PcyM_03:985,782..987,914(+)","rhoptry-associated leucine zipper-like protein 1, putative","2133"
"PcyM_0322600","PcyM_0322600-t36_1","P. cynomolgi strain M","PcyM_03:988,396..991,557(-)","ubiquitin C-terminal hydrolase, putative","3162"
"PcyM_0322700","PcyM_0322700-t36_1","P. cynomolgi strain M","PcyM_03:993,167..994,778(+)","Obg-like ATPase 1, putative","1179"
"PcyM_0322800","PcyM_0322800-t36_1","P. cynomolgi strain M","PcyM_03:995,300..996,319(-)","pre-mRNA-splicing factor CWC15, putative","864"
"PcyM_0322900","PcyM_0322900-t36_1","P. cynomolgi strain M","PcyM_03:997,236..999,290(-)","nucleolar rRNA processing protein, putative","2055"
"PcyM_0323000","PcyM_0323000-t36_1","P. cynomolgi strain M","PcyM_03:1,000,400..1,000,761(+)","conserved Plasmodium protein, unknown function","240"
"PcyM_0323100","PcyM_0323100-t36_1","P. cynomolgi strain M","PcyM_03:1,001,684..1,003,348(+)","conserved Plasmodium protein, unknown function","1665"
"PcyM_0323200","PcyM_0323200-t36_1","P. cynomolgi strain M","PcyM_03:1,004,007..1,006,601(-)","conserved Plasmodium protein, unknown function","933"
"PcyM_0323300","PcyM_0323300-t36_1","P. cynomolgi strain M","PcyM_03:1,007,783..1,008,802(-)","tRNAHis guanylyltransferase, putative","1020"
"PcyM_0323400","PcyM_0323400-t36_1","P. cynomolgi strain M","PcyM_03:1,009,937..1,011,172(-)","conserved Plasmodium protein, unknown function","1236"
"PcyM_0323500","PcyM_0323500-t36_1","P. cynomolgi strain M","PcyM_03:1,012,262..1,014,037(+)","conserved Plasmodium protein, unknown function","1197"
"PcyM_0323600","PcyM_0323600-t36_1","P. cynomolgi strain M","PcyM_03:1,016,337..1,017,752(+)","conserved Plasmodium protein, unknown function","1416"
"PcyM_0323700","PcyM_0323700-t36_1","P. cynomolgi strain M","PcyM_03:1,018,214..1,022,998(-)","conserved Plasmodium protein, unknown function","4785"
"PcyM_0323800","PcyM_0323800-t36_1","P. cynomolgi strain M","PcyM_03:1,024,184..1,024,954(-)","dynactin subunit 5, putative","771"
"PcyM_0323900","PcyM_0323900-t36_1","P. cynomolgi strain M","PcyM_03:1,025,912..1,026,828(+)","proteasome assembly chaperone 4, putative","486"
"PcyM_0324100","PcyM_0324100-t36_1","P. cynomolgi strain M","PcyM_03:1,027,682..1,030,246(+)","metallo-hydrolase/oxidoreductase, putative","2565"
"PcyM_0324200","PcyM_0324200-t36_1","P. cynomolgi strain M","PcyM_03:1,031,760..1,038,143(+)","conserved Plasmodium protein, unknown function","5823"
"PcyM_0324400","PcyM_0324400-t36_1","P. cynomolgi strain M","PcyM_03:1,038,665..1,043,777(-)","RNA-binding protein, putative","4326"
"PcyM_0324500","PcyM_0324500-t36_1","P. cynomolgi strain M","PcyM_03:1,046,372..1,051,609(+)","Rab GTPase activator and protein kinase, putative","5238"
"PcyM_0324700","PcyM_0324700-t36_1","P. cynomolgi strain M","PcyM_03:1,053,557..1,057,302(-)","conserved Plasmodium protein, unknown function","3534"
"PcyM_0324800","PcyM_0324800-t36_1","P. cynomolgi strain M","PcyM_03:1,060,774..1,062,024(-)","type 2A phosphatase-associated protein 42, putative","1251"
"PcyM_0324900","PcyM_0324900-t36_1","P. cynomolgi strain M","PcyM_03:1,063,616..1,065,059(+)","3-demethylubiquinone-9 3-methyltransferase, putative","1230"
"PcyM_0325000","PcyM_0325000-t36_1","P. cynomolgi strain M","PcyM_03:1,066,644..1,067,269(+)","mitochondrial import inner membrane translocase subunit TIM14, putative","348"
"PcyM_0325100","PcyM_0325100-t36_1","P. cynomolgi strain M","PcyM_03:1,067,987..1,069,377(+)","conserved Plasmodium protein, unknown function","909"
"PcyM_0325200","PcyM_0325200-t36_1","P. cynomolgi strain M","PcyM_03:1,069,874..1,076,900(-)","protein kinase, putative","6336"
"PcyM_0325300","PcyM_0325300-t36_1","P. cynomolgi strain M","PcyM_03:1,079,388..1,090,447(-)","conserved Plasmodium protein, unknown function","10335"
"PcyM_0325400","PcyM_0325400-t36_1","P. cynomolgi strain M","PcyM_03:1,092,390..1,094,273(-)","kelch domain-containing protein","1347"
"PcyM_0325500","PcyM_0325500-t36_1","P. cynomolgi strain M","PcyM_03:1,097,140..1,103,979(+)","kinesin-19, putative","6840"
"PcyM_0325600","PcyM_0325600-t36_1","P. cynomolgi strain M","PcyM_03:1,104,995..1,108,900(-)","exonuclease I, putative","3906"
"PcyM_0325700","PcyM_0325700-t36_1","P. cynomolgi strain M","PcyM_03:1,110,463..1,114,892(+)","conserved Plasmodium protein, unknown function","4146"
"PcyM_0325800","PcyM_0325800-t36_1","P. cynomolgi strain M","PcyM_03:1,115,394..1,116,403(+)","mago nashi protein homologue, putative","447"
"PcyM_0325900","PcyM_0325900-t36_1","P. cynomolgi strain M","PcyM_03:1,116,911..1,119,658(-)","conserved Plasmodium protein, unknown function","2451"
"PcyM_0326000","PcyM_0326000-t36_1","P. cynomolgi strain M","PcyM_03:1,124,593..1,125,552(+)","conserved Plasmodium protein, unknown function","327"
"PcyM_0326100","PcyM_0326100-t36_1","P. cynomolgi strain M","PcyM_03:1,128,110..1,130,085(+)","18S ribosomal RNA","1976"
"PcyM_0326300","PcyM_0326300-t36_1","P. cynomolgi strain M","PcyM_03:1,130,530..1,130,676(+)","5.8S ribosomal RNA","147"
"PcyM_0326350","PcyM_0326350-t36_1","P. cynomolgi strain M","PcyM_03:1,131,130..1,135,028(+)","28S ribosomal RNA","3899"
"PcyM_0326400","PcyM_0326400-t36_1","P. cynomolgi strain M","PcyM_03:1,142,565..1,143,170(+)","early transcribed membrane protein","606"
"PcyM_0326500","PcyM_0326500-t36_1","P. cynomolgi strain M","PcyM_03:1,145,878..1,146,819(-)","Plasmodium exported protein, unknown function","750"
"PcyM_0326600","PcyM_0326600-t36_1","P. cynomolgi strain M","PcyM_03:1,150,006..1,151,103(-)","conserved Plasmodium protein, unknown function","957"
"PcyM_0326700","PcyM_0326700-t36_1","P. cynomolgi strain M","PcyM_03:1,156,420..1,157,988(+)","PIR protein","1179"
"PcyM_0326800","PcyM_0326800-t36_1","P. cynomolgi strain M","PcyM_03:1,161,852..1,162,647(+)","hypothetical protein","642"
"PcyM_0326850","PcyM_0326850-t36_1","P. cynomolgi strain M","PcyM_03:1,165,347..1,165,877(-)","hypothetical protein","408"
"PcyM_0326900","PcyM_0326900-t36_1","P. cynomolgi strain M","PcyM_03:1,170,952..1,172,188(-)","Plasmodium exported protein, unknown function","1005"
"PcyM_0327000","PcyM_0327000-t36_1","P. cynomolgi strain M","PcyM_03:1,178,415..1,179,338(+)","Plasmodium exported protein, unknown function","744"
"PcyM_0327100","PcyM_0327100-t36_1","P. cynomolgi strain M","PcyM_03:1,181,698..1,182,817(-)","Plasmodium exported protein, unknown function","972"
"PcyM_0327200","PcyM_0327200-t36_1","P. cynomolgi strain M","PcyM_03:1,185,248..1,186,671(-)","PIR protein","1146"
"PcyM_0327300","PcyM_0327300-t36_1","P. cynomolgi strain M","PcyM_03:1,190,220..1,191,474(-)","PIR protein","1137"
"PcyM_0327500","PcyM_0327500-t36_1","P. cynomolgi strain M","PcyM_03:1,196,754..1,198,222(+)","PIR protein, pseudogene","1359"
"PcyM_0327600","PcyM_0327600-t36_1","P. cynomolgi strain M","PcyM_03:1,200,819..1,202,256(+)","PIR protein","1179"
"PcyM_0327700","PcyM_0327700-t36_1","P. cynomolgi strain M","PcyM_03:1,213,220..1,222,132(+)","hypothetical protein, putative","8913"
"PcyM_0327900","PcyM_0327900-t36_1","P. cynomolgi strain M","PcyM_03:1,235,758..1,236,635(+)","Plasmodium exported protein, unknown function","747"
"PcyM_0327970","PcyM_0327970-t36_1","P. cynomolgi strain M","PcyM_03:1,241,619..1,242,344(-)","PIR protein, pseudogene","723"
"PcyM_0328000","PcyM_0328000-t36_1","P. cynomolgi strain M","PcyM_03:1,244,482..1,245,990(+)","Plasmodium exported protein (PHIST), unknown function","1296"
"PcyM_0328100","PcyM_0328100-t36_1","P. cynomolgi strain M","PcyM_03:1,250,079..1,250,459(+)","PIR protein, pseudogene","381"
"PcyM_0328150","PcyM_0328150-t36_1","P. cynomolgi strain M","PcyM_03:1,250,648..1,251,371(-)","PIR protein, pseudogene","723"
"PcyM_0328200","PcyM_0328200-t36_1","P. cynomolgi strain M","PcyM_03:1,253,946..1,254,703(+)","Plasmodium exported protein, unknown function","618"
"PcyM_0328400","PcyM_0328400-t36_1","P. cynomolgi strain M","PcyM_03:1,256,522..1,258,423(+)","PIR protein, pseudogene","1740"
"PcyM_0328500","PcyM_0328500-t36_1","P. cynomolgi strain M","PcyM_03:1,260,416..1,261,391(-)","hypothetical protein","849"
"PcyM_0328750","PcyM_0328750-t36_1","P. cynomolgi strain M","PcyM_03:1,266,368..1,267,400(-)","PIR protein, pseudogene","915"
"PcyM_0328800","PcyM_0328800-t36_1","P. cynomolgi strain M","PcyM_03:1,270,503..1,272,696(+)","PIR protein","1737"
"PcyM_0328900","PcyM_0328900-t36_1","P. cynomolgi strain M","PcyM_03:1,275,211..1,276,617(+)","PIR protein","1140"
"PcyM_0329000","PcyM_0329000-t36_1","P. cynomolgi strain M","PcyM_03:1,279,862..1,281,506(+)","PIR protein, pseudogene","1356"
"PcyM_0329100","PcyM_0329100-t36_1","P. cynomolgi strain M","PcyM_03:1,283,584..1,285,372(-)","PIR protein, pseudogene","1506"
"PcyM_0329200","PcyM_0329200-t36_1","P. cynomolgi strain M","PcyM_03:1,287,776..1,289,420(+)","PIR protein","1389"
"PcyM_0329300","PcyM_0329300-t36_1","P. cynomolgi strain M","PcyM_03:1,292,078..1,293,232(+)","PIR protein","876"
"PcyM_0329350","PcyM_0329350-t36_1","P. cynomolgi strain M","PcyM_03:1,295,048..1,295,792(-)","Plasmodium exported protein, unknown function, pseudogene","738"
"PcyM_0329400","PcyM_0329400-t36_1","P. cynomolgi strain M","PcyM_03:1,298,961..1,300,623(-)","Plasmodium exported protein, unknown function, putative","1218"
"PcyM_0329500","PcyM_0329500-t36_1","P. cynomolgi strain M","PcyM_03:1,308,569..1,309,744(-)","Plasmodium exported protein, unknown function","1047"
"PcyM_0329600","PcyM_0329600-t36_1","P. cynomolgi strain M","PcyM_03:1,312,770..1,314,326(+)","methyltransferase, putative, pseudogene","1548"
"PcyM_0329800","PcyM_0329800-t36_1","P. cynomolgi strain M","PcyM_03:1,317,188..1,318,353(+)","PIR protein","921"
"PcyM_0329900","PcyM_0329900-t36_1","P. cynomolgi strain M","PcyM_03:1,321,358..1,322,572(-)","Plasmodium exported protein, unknown function, pseudogene","1062"
"PcyM_0330000","PcyM_0330000-t36_1","P. cynomolgi strain M","PcyM_03:1,325,896..1,326,711(-)","RAD protein","687"
"PcyM_0330050","PcyM_0330050-t36_1","P. cynomolgi strain M","PcyM_03:1,331,643..1,332,833(-)","Plasmodium exported protein, unknown function, pseudogene","1071"
"PcyM_0330100","PcyM_0330100-t36_1","P. cynomolgi strain M","PcyM_03:1,335,224..1,336,266(-)","PIR protein, pseudogene","918"
"PcyM_0330200","PcyM_0330200-t36_1","P. cynomolgi strain M","PcyM_03:1,338,383..1,340,229(+)","Plasmodium exported protein (PHIST), unknown function","1626"
"PcyM_0330300","PcyM_0330300-t36_1","P. cynomolgi strain M","PcyM_03:1,348,395..1,349,478(-)","tryptophan-rich antigen","975"
"PcyM_0330400","PcyM_0330400-t36_1","P. cynomolgi strain M","PcyM_03:1,357,056..1,358,172(-)","PIR protein, pseudogene, putative","855"
"PcyM_0330500","PcyM_0330500-t36_1","P. cynomolgi strain M","PcyM_03:1,361,821..1,365,079(-)","STP1 protein","2790"
"PcyM_0330550","PcyM_0330550-t36_1","P. cynomolgi strain M","PcyM_03:1,367,180..1,367,705(+)","PIR protein, pseudogene","405"
"PcyM_0330600","PcyM_0330600-t36_1","P. cynomolgi strain M","PcyM_03:1,373,838..1,375,109(+)","PIR protein","1020"
"PcyM_0330700","PcyM_0330700-t36_1","P. cynomolgi strain M","PcyM_03:1,378,623..1,379,794(+)","PIR protein, pseudogene","1053"
"PcyM_0330800","PcyM_0330800-t36_1","P. cynomolgi strain M","PcyM_03:1,382,774..1,384,042(+)","PIR protein","1050"
"PcyM_0330900","PcyM_0330900-t36_1","P. cynomolgi strain M","PcyM_03:1,388,559..1,389,832(+)","PIR protein","1008"
"PcyM_0331000","PcyM_0331000-t36_1","P. cynomolgi strain M","PcyM_03:1,390,910..1,391,958(-)","PIR protein, pseudogene","936"
"PcyM_0331100","PcyM_0331100-t36_1","P. cynomolgi strain M","PcyM_03:1,393,598..1,394,970(-)","PIR protein","1116"
"PcyM_0331200","PcyM_0331200-t36_1","P. cynomolgi strain M","PcyM_03:1,397,922..1,399,012(-)","PIR protein, pseudogene","975"
"PcyM_0331300","PcyM_0331300-t36_1","P. cynomolgi strain M","PcyM_03:1,403,322..1,404,436(-)","PIR protein, pseudogene","1002"
"PcyM_0331350","PcyM_0331350-t36_1","P. cynomolgi strain M","PcyM_03:1,409,586..1,410,288(-)","PIR protein, pseudogene","699"
"PcyM_0331400","PcyM_0331400-t36_1","P. cynomolgi strain M","PcyM_03:1,414,102..1,415,713(+)","PIR protein","1362"
"PcyM_0331500","PcyM_0331500-t36_1","P. cynomolgi strain M","PcyM_03:1,419,330..1,420,449(+)","PIR protein","852"
"PcyM_0331600","PcyM_0331600-t36_1","P. cynomolgi strain M","PcyM_03:1,425,141..1,426,259(-)","PIR protein, pseudogene, putative","855"
"PcyM_0331700","PcyM_0331700-t36_1","P. cynomolgi strain M","PcyM_03:1,429,955..1,433,033(-)","STP1 protein","2745"
"PcyM_0331750","PcyM_0331750-t36_1","P. cynomolgi strain M","PcyM_03:1,435,491..1,435,871(+)","PIR protein, pseudogene","381"
"PcyM_0331770","PcyM_0331770-t36_1","P. cynomolgi strain M","PcyM_03:1,436,072..1,436,785(-)","PIR protein, pseudogene","714"
"PcyM_0331800","PcyM_0331800-t36_1","P. cynomolgi strain M","PcyM_03:1,442,183..1,443,873(+)","PIR protein","1470"
