"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length"
"PCOAH_00008740","PCOAH_00008740-t30_1","P. coatneyi Hackeri","CP016242:1,304,015..1,306,232(-)","Uncharacterized protein","1549"
"PCOAH_00008750","PCOAH_00008750-t30_1","P. coatneyi Hackeri","CP016242:1,306,718..1,308,148(-)","Uncharacterized protein","1431"
"PCOAH_00008760","PCOAH_00008760-t30_1","P. coatneyi Hackeri","CP016242:1,309,624..1,313,615(-)","Uncharacterized protein","3057"
"PCOAH_00008770","PCOAH_00008770-t30_1","P. coatneyi Hackeri","CP016242:1,314,428..1,315,948(-)","Uncharacterized protein","1521"
"PCOAH_00008780","PCOAH_00008780-t30_1","P. coatneyi Hackeri","CP016242:1,317,857..1,319,390(-)","Helicase","1410"
"PCOAH_00008790","PCOAH_00008790-t30_1","P. coatneyi Hackeri","CP016242:1,323,039..1,323,287(+)","Sec61-gamma subunit of protein translocation","249"
"PCOAH_00008800","PCOAH_00008800-t30_1","P. coatneyi Hackeri","CP016242:1,324,950..1,325,836(+)","60S ribosomal protein L37a","291"
"PCOAH_00008810","PCOAH_00008810-t30_1","P. coatneyi Hackeri","CP016242:1,326,247..1,333,139(-)","Uncharacterized protein","6669"
"PCOAH_00008820","PCOAH_00008820-t30_1","P. coatneyi Hackeri","CP016242:1,335,221..1,336,736(-)","MFS transporter","1377"
"PCOAH_00008830","PCOAH_00008830-t30_1","P. coatneyi Hackeri","CP016242:1,337,751..1,338,474(+)","Uncharacterized protein","360"
"PCOAH_00008840","PCOAH_00008840-t30_1","P. coatneyi Hackeri","CP016242:1,339,152..1,342,811(+)","Uncharacterized protein","3660"
"PCOAH_00008850","PCOAH_00008850-t30_1","P. coatneyi Hackeri","CP016242:1,343,270..1,345,276(-)","Uncharacterized protein","1341"
"PCOAH_00008860","PCOAH_00008860-t30_1","P. coatneyi Hackeri","CP016242:1,347,590..1,348,540(+)","Syntaxin","951"
"PCOAH_00008870","PCOAH_00008870-t30_1","P. coatneyi Hackeri","CP016242:1,349,545..1,350,759(-)","Uncharacterized protein","1215"
"PCOAH_00008880","PCOAH_00008880-t30_1","P. coatneyi Hackeri","CP016242:1,354,520..1,355,398(-)","Uncharacterized protein","879"
"PCOAH_00008890","PCOAH_00008890-t30_1","P. coatneyi Hackeri","CP016242:1,366,079..1,369,381(+)","Uncharacterized protein","3303"
"PCOAH_00008900","PCOAH_00008900-t30_1","P. coatneyi Hackeri","CP016242:1,369,925..1,370,656(-)","Small GTPase rab5","732"
"PCOAH_00008910","PCOAH_00008910-t30_1","P. coatneyi Hackeri","CP016242:1,371,626..1,373,317(-)","Uncharacterized protein","879"
"PCOAH_00008920","PCOAH_00008920-t30_1","P. coatneyi Hackeri","CP016242:1,374,056..1,376,772(-)","Beta-ketoacyl-acyl carrier protein synthase III","1134"
"PCOAH_00008930","PCOAH_00008930-t30_1","P. coatneyi Hackeri","CP016242:1,378,514..1,382,317(+)","Uncharacterized protein","3804"
"PCOAH_00008940","PCOAH_00008940-t30_1","P. coatneyi Hackeri","CP016242:1,383,369..1,385,370(+)","Uncharacterized protein","1179"
"PCOAH_00008950","PCOAH_00008950-t30_1","P. coatneyi Hackeri","CP016242:1,385,414..1,386,037(+)","Uncharacterized protein","369"
"PCOAH_00008960","PCOAH_00008960-t30_1","P. coatneyi Hackeri","CP016242:1,387,587..1,390,625(+)","TKL protein kinase","3039"
"PCOAH_00008970","PCOAH_00008970-t30_1","P. coatneyi Hackeri","CP016242:1,392,073..1,393,830(+)","Asparagine-tRNA ligase","1758"
"PCOAH_00008980","PCOAH_00008980-t30_1","P. coatneyi Hackeri","CP016242:1,393,922..1,395,245(-)","Uncharacterized protein","1212"
"PCOAH_00008990","PCOAH_00008990-t30_1","P. coatneyi Hackeri","CP016242:1,396,303..1,397,575(+)","GDP-fucose transporter","927"
"PCOAH_00009000","PCOAH_00009000-t30_1","P. coatneyi Hackeri","CP016242:1,400,109..1,404,677(+)","Uncharacterized protein","4569"
"PCOAH_00009010","PCOAH_00009010-t30_1","P. coatneyi Hackeri","CP016242:1,405,223..1,406,124(-)","tRNA-splicing ligase RtcB-like protein","795"
"PCOAH_00009020","PCOAH_00009020-t30_1","P. coatneyi Hackeri","CP016242:1,408,318..1,409,956(+)","Eukaryotic peptide chain release factor subunit 1","1287"
"PCOAH_00009030","PCOAH_00009030-t30_1","P. coatneyi Hackeri","CP016242:1,410,676..1,420,920(-)","Uncharacterized protein","9972"
"PCOAH_00009040","PCOAH_00009040-t30_1","P. coatneyi Hackeri","CP016242:1,422,917..1,433,845(+)","Uncharacterized protein","10929"
"PCOAH_00009050","PCOAH_00009050-t30_1","P. coatneyi Hackeri","CP016242:1,435,192..1,436,140(+)","Secreted Protein Altered Thrombospondin Repeat protein","789"
"PCOAH_00009060","PCOAH_00009060-t30_1","P. coatneyi Hackeri","CP016242:1,436,530..1,437,597(-)","Uncharacterized protein","1068"
"PCOAH_00009070","PCOAH_00009070-t30_1","P. coatneyi Hackeri","CP016242:1,439,693..1,442,217(+)","Uncharacterized protein","2406"
"PCOAH_00009080","PCOAH_00009080-t30_1","P. coatneyi Hackeri","CP016242:1,443,026..1,444,189(+)","Leu/Phe-tRNA protein transferase","1164"
"PCOAH_00009090","PCOAH_00009090-t30_1","P. coatneyi Hackeri","CP016242:1,445,933..1,452,597(-)","SICA antigen","4560"
"PCOAH_00009100","PCOAH_00009100-t30_1","P. coatneyi Hackeri","CP016242:1,459,850..1,460,104(-)","hypothetical protein","255"
"PCOAH_00009110","PCOAH_00009110-t30_1","P. coatneyi Hackeri","CP016242:1,460,184..1,466,464(-)","SICA antigen","4239"
"PCOAH_00009120","PCOAH_00009120-t30_1","P. coatneyi Hackeri","CP016242:1,477,639..1,485,043(-)","SICA antigen","4308"
"PCOAH_00009130","PCOAH_00009130-t30_1","P. coatneyi Hackeri","CP016242:1,497,959..1,504,483(-)","SICA antigen","4680"
"PCOAH_00009140","PCOAH_00009140-t30_1","P. coatneyi Hackeri","CP016242:1,509,584..1,511,873(+)","KIR-like protein","1149"
"PCOAH_00009150","PCOAH_00009150-t30_1","P. coatneyi Hackeri","CP016242:1,512,380..1,512,826(-)","SICA antigen","447"
"PCOAH_00009160","PCOAH_00009160-t30_1","P. coatneyi Hackeri","CP016242:1,515,510..1,516,585(-)","Uncharacterized protein","933"
"PCOAH_00009170","PCOAH_00009170-t30_1","P. coatneyi Hackeri","CP016242:1,535,187..1,542,931(-)","SICA antigen","4629"
"PCOAH_00009180","PCOAH_00009180-t30_1","P. coatneyi Hackeri","CP016242:1,556,563..1,557,063(+)","Uncharacterized protein","501"
"PCOAH_00009190","PCOAH_00009190-t30_1","P. coatneyi Hackeri","CP016242:1,558,796..1,559,896(+)","Heat shock 40 kDa protein","981"
"PCOAH_00009200","PCOAH_00009200-t30_1","P. coatneyi Hackeri","CP016242:1,561,087..1,562,473(-)","Uncharacterized protein","745"
"PCOAH_00009210","PCOAH_00009210-t30_1","P. coatneyi Hackeri","CP016242:1,562,834..1,564,439(+)","Serine/threonine protein kinase","1035"
"PCOAH_00009220","PCOAH_00009220-t30_1","P. coatneyi Hackeri","CP016242:1,564,434..1,566,462(-)","Uncharacterized protein","1419"
"PCOAH_00009230","PCOAH_00009230-t30_1","P. coatneyi Hackeri","CP016242:1,567,274..1,574,742(-)","Uncharacterized protein","6042"
"PCOAH_00009240","PCOAH_00009240-t30_1","P. coatneyi Hackeri","CP016242:1,576,533..1,577,183(+)","Uncharacterized protein","465"
"PCOAH_00009250","PCOAH_00009250-t30_1","P. coatneyi Hackeri","CP016242:1,578,235..1,583,354(-)","SICA antigen","3777"
"PCOAH_00009260","PCOAH_00009260-t30_1","P. coatneyi Hackeri","CP016242:1,593,716..1,596,583(-)","Uncharacterized protein","2868"
"PCOAH_00009270","PCOAH_00009270-t30_1","P. coatneyi Hackeri","CP016242:1,597,487..1,599,807(+)","T-complex protein 1","1737"
"PCOAH_00009280","PCOAH_00009280-t30_1","P. coatneyi Hackeri","CP016242:1,600,273..1,604,803(-)","Uncharacterized protein","4179"
"PCOAH_00009290","PCOAH_00009290-t30_1","P. coatneyi Hackeri","CP016242:1,606,891..1,607,655(-)","Ribosomal protein L13","639"
"PCOAH_00009300","PCOAH_00009300-t30_1","P. coatneyi Hackeri","CP016242:1,608,449..1,612,519(+)","Ser/Thr kinase","4071"
"PCOAH_00009310","PCOAH_00009310-t30_1","P. coatneyi Hackeri","CP016242:1,613,050..1,615,215(-)","Uncharacterized protein","1824"
"PCOAH_00009320","PCOAH_00009320-t30_1","P. coatneyi Hackeri","CP016242:1,616,677..1,617,609(+)","Uncharacterized protein","933"
"PCOAH_00009330","PCOAH_00009330-t30_1","P. coatneyi Hackeri","CP016242:1,620,447..1,625,231(+)","Ser/Thr protein kinase","4785"
"PCOAH_00009340","PCOAH_00009340-t30_1","P. coatneyi Hackeri","CP016242:1,626,107..1,628,198(-)","Uncharacterized protein","945"
"PCOAH_00009350","PCOAH_00009350-t30_1","P. coatneyi Hackeri","CP016242:1,631,113..1,635,204(+)","Uncharacterized protein","3966"
"PCOAH_00009360","PCOAH_00009360-t30_1","P. coatneyi Hackeri","CP016242:1,636,945..1,641,910(+)","Uncharacterized protein","2973"
"PCOAH_00009370","PCOAH_00009370-t30_1","P. coatneyi Hackeri","CP016242:1,642,991..1,645,195(-)","ATP-dependent acyl-coa synthetase","2205"
"PCOAH_00009380","PCOAH_00009380-t30_1","P. coatneyi Hackeri","CP016242:1,647,146..1,649,293(-)","RING zinc finger protein","951"
"PCOAH_00009390","PCOAH_00009390-t30_1","P. coatneyi Hackeri","CP016242:1,651,573..1,652,283(+)","Uncharacterized protein","711"
"PCOAH_00009400","PCOAH_00009400-t30_1","P. coatneyi Hackeri","CP016242:1,652,964..1,655,244(-)","Uncharacterized protein","2208"
"PCOAH_00009410","PCOAH_00009410-t30_1","P. coatneyi Hackeri","CP016242:1,660,013..1,661,077(-)","Uncharacterized protein","1065"
"PCOAH_00009420","PCOAH_00009420-t30_1","P. coatneyi Hackeri","CP016242:1,662,836..1,666,999(+)","DNA-directed RNA polymerase subunit beta","4011"
"PCOAH_00009430","PCOAH_00009430-t30_1","P. coatneyi Hackeri","CP016242:1,667,281..1,669,674(-)","Uncharacterized protein","2394"
"PCOAH_00009440","PCOAH_00009440-t30_1","P. coatneyi Hackeri","CP016242:1,671,076..1,673,460(-)","Palmitoyltransferase","935"
"PCOAH_00009450","PCOAH_00009450-t30_1","P. coatneyi Hackeri","CP016242:1,674,760..1,679,214(+)","Uncharacterized protein","4455"
"PCOAH_00009460","PCOAH_00009460-t30_1","P. coatneyi Hackeri","CP016242:1,679,484..1,680,351(-)","Uncharacterized protein","759"
"PCOAH_00009470","PCOAH_00009470-t30_1","P. coatneyi Hackeri","CP016242:1,680,484..1,682,611(-)","Uncharacterized protein","1911"
"PCOAH_00009480","PCOAH_00009480-t30_1","P. coatneyi Hackeri","CP016242:1,683,183..1,683,938(-)","Uncharacterized protein","606"
"PCOAH_00009490","PCOAH_00009490-t30_1","P. coatneyi Hackeri","CP016242:1,684,693..1,687,830(+)","Uncharacterized protein","3138"
"PCOAH_00009500","PCOAH_00009500-t30_1","P. coatneyi Hackeri","CP016242:1,688,602..1,690,722(+)","Uncharacterized protein","2121"
"PCOAH_00009510","PCOAH_00009510-t30_1","P. coatneyi Hackeri","CP016242:1,691,643..1,696,381(+)","Uncharacterized protein","4566"
"PCOAH_00009520","PCOAH_00009520-t30_1","P. coatneyi Hackeri","CP016242:1,698,899..1,700,671(+)","Uncharacterized protein","1773"
"PCOAH_00009530","PCOAH_00009530-t30_1","P. coatneyi Hackeri","CP016242:1,702,281..1,707,656(+)","Uncharacterized protein","4533"
"PCOAH_00009540","PCOAH_00009540-t30_1","P. coatneyi Hackeri","CP016242:1,708,127..1,710,736(-)","Uncharacterized protein","2610"
"PCOAH_00009550","PCOAH_00009550-t30_1","P. coatneyi Hackeri","CP016242:1,712,163..1,713,605(+)","Uncharacterized protein","1443"
"PCOAH_00009560","PCOAH_00009560-t30_1","P. coatneyi Hackeri","CP016242:1,713,848..1,716,927(-)","Uncharacterized protein","2772"
"PCOAH_00009570","PCOAH_00009570-t30_1","P. coatneyi Hackeri","CP016242:1,718,621..1,720,279(+)","ATP synthase subunit alpha","1659"
"PCOAH_00009580","PCOAH_00009580-t30_1","P. coatneyi Hackeri","CP016242:1,720,480..1,724,463(-)","Uncharacterized protein","3984"
"PCOAH_00009590","PCOAH_00009590-t30_1","P. coatneyi Hackeri","CP016242:1,725,270..1,725,985(-)","Uncharacterized protein","426"
"PCOAH_00009600","PCOAH_00009600-t30_1","P. coatneyi Hackeri","CP016242:1,727,411..1,728,075(+)","Uncharacterized protein","438"
"PCOAH_00009610","PCOAH_00009610-t30_1","P. coatneyi Hackeri","CP016242:1,730,454..1,732,597(+)","CAMK/CDPK protein kinase","1605"
"PCOAH_00009620","PCOAH_00009620-t30_1","P. coatneyi Hackeri","CP016242:1,733,281..1,740,918(-)","Uncharacterized protein","5025"
"PCOAH_00009630","PCOAH_00009630-t30_1","P. coatneyi Hackeri","CP016242:1,742,454..1,743,636(+)","40S ribosomal protein S26","775"
"PCOAH_00009640","PCOAH_00009640-t30_1","P. coatneyi Hackeri","CP016242:1,744,060..1,745,652(-)","Uncharacterized protein","1593"
"PCOAH_00009650","PCOAH_00009650-t30_1","P. coatneyi Hackeri","CP016242:1,747,630..1,748,622(+)","Replication factor C","993"
"PCOAH_00009660","PCOAH_00009660-t30_1","P. coatneyi Hackeri","CP016242:1,749,356..1,750,870(+)","Uncharacterized protein","1134"
"PCOAH_00009670","PCOAH_00009670-t30_1","P. coatneyi Hackeri","CP016242:1,751,520..1,754,531(-)","Uncharacterized protein","3012"
"PCOAH_00009680","PCOAH_00009680-t30_1","P. coatneyi Hackeri","CP016242:1,756,537..1,758,206(-)","Uncharacterized protein","1238"
"PCOAH_00009690","PCOAH_00009690-t30_1","P. coatneyi Hackeri","CP016242:1,758,797..1,760,365(-)","Uncharacterized protein","1569"
"PCOAH_00009700","PCOAH_00009700-t30_1","P. coatneyi Hackeri","CP016242:1,760,962..1,762,415(+)","Small nuclear ribonucleoprotein Sm D2","936"
"PCOAH_00009710","PCOAH_00009710-t30_1","P. coatneyi Hackeri","CP016242:1,763,852..1,769,353(+)","Uncharacterized protein","5502"
"PCOAH_00009720","PCOAH_00009720-t30_1","P. coatneyi Hackeri","CP016242:1,785,598..1,788,057(-)","Uncharacterized protein","1641"
"PCOAH_00009730","PCOAH_00009730-t30_1","P. coatneyi Hackeri","CP016242:1,791,972..1,793,333(+)","Uncharacterized protein","1362"
"PCOAH_00009740","PCOAH_00009740-t30_1","P. coatneyi Hackeri","CP016242:1,795,858..1,796,286(-)","Uncharacterized protein","429"
"PCOAH_00009750","PCOAH_00009750-t30_1","P. coatneyi Hackeri","CP016242:1,797,247..1,797,929(+)","Ribosome associated membrane protein","309"
"PCOAH_00009760","PCOAH_00009760-t30_1","P. coatneyi Hackeri","CP016242:1,798,660..1,799,953(-)","Pseudouridine synthetase","996"
"PCOAH_00009770","PCOAH_00009770-t30_1","P. coatneyi Hackeri","CP016242:1,800,948..1,803,737(-)","Replication factor C subunit 1","2790"
"PCOAH_00009780","PCOAH_00009780-t30_1","P. coatneyi Hackeri","CP016242:1,805,467..1,809,751(-)","Uncharacterized protein","2013"
"PCOAH_00009790","PCOAH_00009790-t30_1","P. coatneyi Hackeri","CP016242:1,813,108..1,814,088(+)","Uncharacterized protein","747"
"PCOAH_00009800","PCOAH_00009800-t30_1","P. coatneyi Hackeri","CP016242:1,817,586..1,822,198(+)","Liver stage antigen 3","4431"
"PCOAH_00009810","PCOAH_00009810-t30_1","P. coatneyi Hackeri","CP016242:1,824,215..1,830,565(+)","Uncharacterized protein","2688"
"PCOAH_00009820","PCOAH_00009820-t30_1","P. coatneyi Hackeri","CP016242:1,832,621..1,838,294(-)","Tryptophan-rich antigen","1646"
"PCOAH_00009830","PCOAH_00009830-t30_1","P. coatneyi Hackeri","CP016242:1,841,590..1,851,949(+)","Uncharacterized protein","2736"
"PCOAH_00009840","PCOAH_00009840-t30_1","P. coatneyi Hackeri","CP016243:6,783..8,145(-)","KIR protein","1110"
"PCOAH_00009850","PCOAH_00009850-t30_1","P. coatneyi Hackeri","CP016243:9,569..10,772(-)","KIR protein","1110"
"PCOAH_00009860","PCOAH_00009860-t30_1","P. coatneyi Hackeri","CP016243:12,142..13,647(-)","KIR protein","1161"
"PCOAH_00009870","PCOAH_00009870-t30_1","P. coatneyi Hackeri","CP016243:20,567..22,261(+)","SICA antigen","636"
"PCOAH_00009880","PCOAH_00009880-t30_1","P. coatneyi Hackeri","CP016243:22,984..24,559(-)","KIR-like protein","1089"
"PCOAH_00009890","PCOAH_00009890-t30_1","P. coatneyi Hackeri","CP016243:28,402..29,574(-)","KIR protein","1173"
"PCOAH_00009900","PCOAH_00009900-t30_1","P. coatneyi Hackeri","CP016243:30,597..32,047(-)","KIR protein","1125"
"PCOAH_00009910","PCOAH_00009910-t30_1","P. coatneyi Hackeri","CP016243:33,968..35,373(-)","Variable surface protein Vir7-like protein","975"
"PCOAH_00009920","PCOAH_00009920-t30_1","P. coatneyi Hackeri","CP016243:36,703..38,244(-)","KIR protein","1239"
"PCOAH_00009930","PCOAH_00009930-t30_1","P. coatneyi Hackeri","CP016243:39,504..41,019(-)","KIR protein","1170"
"PCOAH_00009940","PCOAH_00009940-t30_1","P. coatneyi Hackeri","CP016243:73,073..75,727(-)","SICA-like antigen","1962"
"PCOAH_00009950","PCOAH_00009950-t30_1","P. coatneyi Hackeri","CP016243:81,446..82,573(-)","Lysophospholipase-like protein","1128"
"PCOAH_00009960","PCOAH_00009960-t30_1","P. coatneyi Hackeri","CP016243:86,671..92,163(+)","Tryptophan/threonine rich antigen","2118"
"PCOAH_00009970","PCOAH_00009970-t30_1","P. coatneyi Hackeri","CP016243:94,545..96,715(+)","Uncharacterized protein","1965"
"PCOAH_00009980","PCOAH_00009980-t30_1","P. coatneyi Hackeri","CP016243:98,745..99,594(-)","Uncharacterized protein","591"
"PCOAH_00009990","PCOAH_00009990-t30_1","P. coatneyi Hackeri","CP016243:102,747..104,140(-)","Uncharacterized protein","1173"
"PCOAH_00010000","PCOAH_00010000-t30_1","P. coatneyi Hackeri","CP016243:110,727..112,245(+)","Tryptophan/threonine-rich antigen","1299"
"PCOAH_00010010","PCOAH_00010010-t30_1","P. coatneyi Hackeri","CP016243:114,357..115,285(-)","Uncharacterized protein","554"
"PCOAH_00010020","PCOAH_00010020-t30_1","P. coatneyi Hackeri","CP016243:121,101..122,342(+)","Uncharacterized protein","1242"
"PCOAH_00010024","PCOAH_00010024-t30_1","P. coatneyi Hackeri","CP016243:135,172..137,333(-)","18S ribosomal RNA","2162"
"PCOAH_00010025","PCOAH_00010025-t30_1","P. coatneyi Hackeri","CP016243:134,693..134,844(-)","5.8S ribosomal RNA","152"
"PCOAH_00010026","PCOAH_00010026-t30_1","P. coatneyi Hackeri","CP016243:123,428..127,568(-)","28S ribosomal RNA","4141"
"PCOAH_00010030","PCOAH_00010030-t30_1","P. coatneyi Hackeri","CP016243:144,666..145,184(-)","Early transcribed membrane protein","519"
"PCOAH_00010040","PCOAH_00010040-t30_1","P. coatneyi Hackeri","CP016243:148,731..156,089(+)","Uncharacterized protein","7359"
"PCOAH_00010050","PCOAH_00010050-t30_1","P. coatneyi Hackeri","CP016243:157,040..158,410(+)","Uncharacterized protein","1371"
"PCOAH_00010060","PCOAH_00010060-t30_1","P. coatneyi Hackeri","CP016243:159,286..160,673(-)","U6 snRNA-associated Sm-like protein LSm8","886"
"PCOAH_00010070","PCOAH_00010070-t30_1","P. coatneyi Hackeri","CP016243:161,698..162,516(-)","Prohibitin","819"
"PCOAH_00010080","PCOAH_00010080-t30_1","P. coatneyi Hackeri","CP016243:163,689..165,442(-)","hypothetical protein","651"
"PCOAH_00010090","PCOAH_00010090-t30_1","P. coatneyi Hackeri","CP016243:166,573..171,540(-)","Uncharacterized protein","4797"
"PCOAH_00010100","PCOAH_00010100-t30_1","P. coatneyi Hackeri","CP016243:173,898..174,839(+)","Uncharacterized protein","576"
"PCOAH_00010110","PCOAH_00010110-t30_1","P. coatneyi Hackeri","CP016243:177,820..179,958(+)","Uncharacterized protein","2139"
"PCOAH_00010120","PCOAH_00010120-t30_1","P. coatneyi Hackeri","CP016243:180,662..183,733(-)","Uncharacterized protein","3072"
"PCOAH_00010130","PCOAH_00010130-t30_1","P. coatneyi Hackeri","CP016243:185,532..187,486(+)","Uncharacterized protein","1500"
"PCOAH_00010140","PCOAH_00010140-t30_1","P. coatneyi Hackeri","CP016243:189,125..190,878(+)","Translation initiation factor eIF-2B alpha subunit","1029"
"PCOAH_00010150","PCOAH_00010150-t30_1","P. coatneyi Hackeri","CP016243:192,086..193,453(+)","Inner membrane protein oxa1-2","1368"
"PCOAH_00010160","PCOAH_00010160-t30_1","P. coatneyi Hackeri","CP016243:194,995..197,064(+)","Uncharacterized protein","2070"
"PCOAH_00010170","PCOAH_00010170-t30_1","P. coatneyi Hackeri","CP016243:197,168..201,016(-)","Leucyl-tRNA synthetase","3849"
"PCOAH_00010180","PCOAH_00010180-t30_1","P. coatneyi Hackeri","CP016243:201,758..204,439(+)","Uncharacterized protein","2682"
"PCOAH_00010190","PCOAH_00010190-t30_1","P. coatneyi Hackeri","CP016243:204,668..205,842(-)","Rhomboid-like protein","807"
"PCOAH_00010200","PCOAH_00010200-t30_1","P. coatneyi Hackeri","CP016243:208,249..209,807(+)","Protein disulfide-isomerase","1449"
"PCOAH_00010210","PCOAH_00010210-t30_1","P. coatneyi Hackeri","CP016243:227,845..233,499(-)","SET domain","5655"
"PCOAH_00010220","PCOAH_00010220-t30_1","P. coatneyi Hackeri","CP016243:237,001..239,238(+)","Uncharacterized protein","2238"
"PCOAH_00010230","PCOAH_00010230-t30_1","P. coatneyi Hackeri","CP016243:240,292..245,199(+)","Uncharacterized protein","4665"
"PCOAH_00010240","PCOAH_00010240-t30_1","P. coatneyi Hackeri","CP016243:245,447..246,253(-)","Ribosomal protein L21","807"
"PCOAH_00010250","PCOAH_00010250-t30_1","P. coatneyi Hackeri","CP016243:246,694..247,137(+)","hypothetical protein","201"
