"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length","Is Pseudo"
"PocGH01_00210350","PocGH01_00210350.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_595:29,404..30,492(+)","PIR protein, pseudogene","960","Yes"
"PocGH01_00210400","PocGH01_00210400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_595:32,921..34,231(+)","PIR protein","1047","No"
"PocGH01_00210500","PocGH01_00210500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_595:37,822..39,172(+)","PIR protein","1077","No"
"PocGH01_00210600","PocGH01_00210600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_595:43,631..46,290(+)","PIR protein","1482","No"
"PocGH01_00210700","PocGH01_00210700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_595:48,690..50,047(+)","PIR protein","1083","No"
"PocGH01_00210800","PocGH01_00210800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_595:52,411..53,678(+)","PIR protein","1140","No"
"PocGH01_00210900","PocGH01_00210900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_596:2,164..3,459(+)","PIR protein","1035","No"
"PocGH01_00211000","PocGH01_00211000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_596:7,640..8,987(+)","PIR protein","1029","No"
"PocGH01_00211100","PocGH01_00211100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_596:12,315..14,611(+)","PIR protein","1890","No"
"PocGH01_00211200","PocGH01_00211200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_596:18,339..19,955(+)","PIR protein","1398","No"
"PocGH01_00211300","PocGH01_00211300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_596:23,480..24,583(-)","lysophospholipase, putative","1104","No"
"PocGH01_00211400","PocGH01_00211400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_596:30,042..31,008(+)","tryptophan-rich protein","834","No"
"PocGH01_00211500","PocGH01_00211500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_596:34,400..35,525(+)","hypothetical protein","279","No"
"PocGH01_00211600","PocGH01_00211600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_596:36,529..37,597(+)","tryptophan-rich protein","861","No"
"PocGH01_00211700","PocGH01_00211700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_596:40,863..42,101(+)","tryptophan-rich protein","1041","No"
"PocGH01_00211800","PocGH01_00211800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_596:46,417..47,597(+)","tryptophan-rich protein","984","No"
"PocGH01_00211900","PocGH01_00211900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_596:49,945..51,248(+)","tryptophan-rich protein","1095","No"
"PocGH01_00212000","PocGH01_00212000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_597:886..2,183(+)","PIR protein","1038","No"
"PocGH01_00212100","PocGH01_00212100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_597:5,751..7,003(+)","PIR protein","1005","No"
"PocGH01_00212200","PocGH01_00212200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_597:10,034..11,329(+)","PIR protein","1035","No"
"PocGH01_00212300","PocGH01_00212300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_597:14,893..16,145(+)","PIR protein","1005","No"
"PocGH01_00212400","PocGH01_00212400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_597:25,712..26,748(+)","PIR protein","918","No"
"PocGH01_00212500","PocGH01_00212500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_597:29,642..31,012(+)","PIR protein","1014","No"
"PocGH01_00212550","PocGH01_00212550.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_597:34,107..34,805(+)","PIR protein, pseudogene","567","Yes"
"PocGH01_00212600","PocGH01_00212600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_597:38,618..39,865(+)","PIR protein","966","No"
"PocGH01_00212650","PocGH01_00212650.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_597:43,567..44,620(+)","PIR protein, pseudogene","921","Yes"
"PocGH01_00212700","PocGH01_00212700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_597:47,849..49,162(+)","PIR protein","1050","No"
"PocGH01_00212800","PocGH01_00212800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_598:2..1,122(-)","PIR protein","869","No"
"PocGH01_00212900","PocGH01_00212900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_598:9,219..10,531(-)","PIR protein","1059","No"
"PocGH01_00213000","PocGH01_00213000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_598:16,448..17,682(-)","PIR protein","972","No"
"PocGH01_00213100","PocGH01_00213100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_598:20,816..22,081(-)","PIR protein","1026","No"
"PocGH01_00213200","PocGH01_00213200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_598:26,000..27,082(-)","PIR protein, pseudogene","957","Yes"
"PocGH01_00213300","PocGH01_00213300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_598:29,485..30,793(-)","PIR protein","1041","No"
"PocGH01_00213400","PocGH01_00213400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_598:34,083..35,402(-)","PIR protein","1077","No"
"PocGH01_00213500","PocGH01_00213500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_598:41,545..42,685(-)","PIR protein","1014","No"
"PocGH01_00213600","PocGH01_00213600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_598:46,700..48,348(-)","PIR protein","1038","No"
"PocGH01_00213700","PocGH01_00213700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_598:50,654..51,776(-)","PIR protein","939","No"
"PocGH01_00213800","PocGH01_00213800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_599:154..668(+)","hypothetical protein","288","No"
"PocGH01_00213900","PocGH01_00213900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_599:5,150..6,123(+)","PIR protein","855","No"
"PocGH01_00214000","PocGH01_00214000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_599:11,005..12,062(+)","PIR protein","759","No"
"PocGH01_00214100","PocGH01_00214100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_599:19,469..20,749(+)","PIR protein","1011","No"
"PocGH01_00214200","PocGH01_00214200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_599:24,459..25,774(+)","PIR protein","1053","No"
"PocGH01_00214300","PocGH01_00214300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_599:29,205..29,897(+)","PIR protein, pseudogene","693","Yes"
"PocGH01_00214400","PocGH01_00214400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_599:32,707..33,846(+)","PIR protein","897","No"
"PocGH01_00214500","PocGH01_00214500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_599:39,719..40,536(+)","hypothetical protein","585","No"
"PocGH01_00214600","PocGH01_00214600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_599:45,965..47,220(+)","PIR protein","969","No"
"PocGH01_00214700","PocGH01_00214700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_599:49,984..51,224(+)","PIR protein, pseudogene","981","Yes"
"PocGH01_00214800","PocGH01_00214800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_600:4,580..5,814(-)","PIR protein","969","No"
"PocGH01_00214900","PocGH01_00214900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_600:9,405..10,620(-)","PIR protein","951","No"
"PocGH01_00215000","PocGH01_00215000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_600:13,604..14,473(-)","PIR protein, pseudogene","744","Yes"
"PocGH01_00215100","PocGH01_00215100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_600:18,178..19,391(-)","PIR protein","951","No"
"PocGH01_00215200","PocGH01_00215200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_600:23,173..24,393(-)","PIR protein","969","No"
"PocGH01_00215300","PocGH01_00215300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_600:28,815..30,020(-)","PIR protein","948","No"
"PocGH01_00215400","PocGH01_00215400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_600:34,700..37,120(+)","PIR protein","2004","No"
"PocGH01_00215500","PocGH01_00215500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_600:40,207..41,437(-)","PIR protein, pseudogene","963","Yes"
"PocGH01_00215600","PocGH01_00215600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_600:45,139..46,395(-)","PIR protein","999","No"
"PocGH01_00215700","PocGH01_00215700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_600:49,595..50,632(-)","PIR protein, pseudogene","921","Yes"
"PocGH01_00215800","PocGH01_00215800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:2,158..3,404(-)","PIR protein","978","No"
"PocGH01_00215900","PocGH01_00215900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:5,866..7,144(-)","PIR protein","1023","No"
"PocGH01_00216000","PocGH01_00216000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:10,838..11,988(-)","PIR protein","888","No"
"PocGH01_00216100","PocGH01_00216100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:14,607..15,878(-)","PIR protein","1020","No"
"PocGH01_00216200","PocGH01_00216200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:21,089..22,374(-)","PIR protein","1008","No"
"PocGH01_00216300","PocGH01_00216300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:24,395..26,617(-)","PIR protein","1683","No"
"PocGH01_00216350","PocGH01_00216350.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:30,077..30,747(+)","PIR protein, pseudogene","669","Yes"
"PocGH01_00216400","PocGH01_00216400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:32,057..34,478(+)","PIR protein","1986","No"
"PocGH01_00216500","PocGH01_00216500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:37,518..38,758(-)","PIR protein","975","No"
"PocGH01_00216600","PocGH01_00216600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:42,391..43,287(-)","PIR protein","615","No"
"PocGH01_00216700","PocGH01_00216700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:46,618..47,885(-)","PIR protein","1092","No"
"PocGH01_00216800","PocGH01_00216800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:50,274..51,631(-)","PIR protein","1083","No"
"PocGH01_00216900","PocGH01_00216900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:54,041..55,794(-)","PIR protein, pseudogene","1350","Yes"
"PocGH01_00217100","PocGH01_00217100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:61,440..62,468(-)","PIR protein","891","No"
"PocGH01_00217200","PocGH01_00217200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:66,030..67,326(-)","PIR protein","1038","No"
"PocGH01_00217300","PocGH01_00217300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_601:73,522..74,837(+)","PIR protein","1074","No"
"PocGH01_00217400","PocGH01_00217400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_602:3,336..4,634(+)","PIR protein","1038","No"
"PocGH01_00217500","PocGH01_00217500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_602:8,745..10,004(+)","PIR protein","999","No"
"PocGH01_00217600","PocGH01_00217600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_602:12,904..13,949(+)","PIR protein","912","No"
"PocGH01_00217700","PocGH01_00217700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_602:18,057..18,674(+)","hypothetical protein","432","No"
"PocGH01_00217800","PocGH01_00217800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_602:23,102..25,970(+)","STP1 protein","2397","No"
"PocGH01_00217900","PocGH01_00217900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_602:28,776..32,188(+)","STP1 protein","2883","No"
"PocGH01_00218000","PocGH01_00218000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_602:36,749..37,979(+)","PIR protein","978","No"
"PocGH01_00218100","PocGH01_00218100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_602:42,867..44,149(+)","PIR protein","1023","No"
"PocGH01_00218200","PocGH01_00218200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_602:46,659..47,898(+)","PIR protein","912","No"
"PocGH01_00218300","PocGH01_00218300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_603:2,754..5,504(-)","STP1 protein","2571","No"
"PocGH01_00218400","PocGH01_00218400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_603:9,708..10,734(-)","PIR protein, pseudogene","900","Yes"
"PocGH01_00218500","PocGH01_00218500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_603:16,595..17,732(-)","PIR protein","873","No"
"PocGH01_00218550","PocGH01_00218550.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_603:21,861..22,793(-)","PIR protein, pseudogene","930","Yes"
"PocGH01_00218600","PocGH01_00218600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_603:25,514..26,351(-)","PIR protein, pseudogene","714","Yes"
"PocGH01_00218700","PocGH01_00218700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_603:30,881..32,187(-)","PIR protein","1044","No"
"PocGH01_00218800","PocGH01_00218800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_603:38,563..39,457(-)","PIR protein","630","No"
"PocGH01_00218900","PocGH01_00218900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_603:41,929..45,188(-)","STP1 protein","2733","No"
"PocGH01_00218950","PocGH01_00218950.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_604:2,473..3,035(-)","Plasmodium exported protein, unknown function, pseudogene","561","Yes"
"PocGH01_00219000","PocGH01_00219000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_604:8,618..9,507(-)","Plasmodium exported protein (PHIST), unknown function","792","No"
"PocGH01_00219100","PocGH01_00219100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_604:13,006..13,881(+)","Plasmodium exported protein (PHIST), unknown function","747","No"
"PocGH01_00219200","PocGH01_00219200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_604:17,325..18,191(+)","Plasmodium exported protein (PHIST), unknown function, pseudogene","747","Yes"
"PocGH01_00219300","PocGH01_00219300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_604:21,841..22,666(+)","Plasmodium exported protein (PHIST), unknown function","696","No"
"PocGH01_00219400","PocGH01_00219400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_604:27,586..28,029(+)","Plasmodium exported protein (PHIST), unknown function","444","No"
"PocGH01_00219500","PocGH01_00219500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_604:33,043..33,853(-)","Plasmodium exported protein (PHIST), unknown function","687","No"
"PocGH01_00219600","PocGH01_00219600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_604:43,867..45,315(+)","nucleolar protein 5, putative","1449","No"
"PocGH01_00219700","PocGH01_00219700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_605:6,737..7,886(+)","PIR protein","984","No"
"PocGH01_00219800","PocGH01_00219800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_605:9,808..11,057(-)","PIR protein","984","No"
"PocGH01_00219900","PocGH01_00219900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_605:13,576..14,852(-)","PIR protein","1005","No"
"PocGH01_00220000","PocGH01_00220000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_605:18,354..19,606(-)","PIR protein","990","No"
"PocGH01_00220100","PocGH01_00220100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_605:24,092..25,370(-)","PIR protein","1035","No"
"PocGH01_00220200","PocGH01_00220200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_605:30,275..31,372(-)","PIR protein, pseudogene","975","Yes"
"PocGH01_00220300","PocGH01_00220300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_605:33,942..35,258(-)","PIR protein","1053","No"
"PocGH01_00220400","PocGH01_00220400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_605:38,676..39,596(-)","PIR protein","642","No"
"PocGH01_00220500","PocGH01_00220500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_605:42,508..43,568(-)","PIR protein","942","No"
"PocGH01_00220600","PocGH01_00220600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_605:46,487..47,736(-)","PIR protein","987","No"
"PocGH01_00220700","PocGH01_00220700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_606:155..1,225(-)","PIR protein","951","No"
"PocGH01_00220800","PocGH01_00220800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_606:5,040..6,297(-)","PIR protein","990","No"
"PocGH01_00220900","PocGH01_00220900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_606:12,221..13,322(-)","PIR protein, pseudogene","987","Yes"
"PocGH01_00221000","PocGH01_00221000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_606:16,350..17,526(-)","PIR protein","912","No"
"PocGH01_00221100","PocGH01_00221100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_606:20,232..21,449(-)","PIR protein","948","No"
"PocGH01_00221200","PocGH01_00221200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_606:25,695..26,839(-)","PIR protein","879","No"
"PocGH01_00221300","PocGH01_00221300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_606:30,391..31,529(-)","PIR protein","897","No"
"PocGH01_00221400","PocGH01_00221400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_606:34,980..36,151(-)","PIR protein","933","No"
"PocGH01_00221500","PocGH01_00221500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_606:43,706..44,950(+)","PIR protein","981","No"
"PocGH01_00221600","PocGH01_00221600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_607:3,025..3,747(+)","Plasmodium exported protein (PHIST), unknown function, pseudogene","603","Yes"
"PocGH01_00221700","PocGH01_00221700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_607:12,091..13,489(+)","PIR protein","1146","No"
"PocGH01_00221750","PocGH01_00221750.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_607:17,465..18,318(-)","PIR protein, pseudogene","849","Yes"
"PocGH01_00221800","PocGH01_00221800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_607:25,318..26,714(+)","PIR protein","1140","No"
"PocGH01_00221900","PocGH01_00221900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_607:34,971..36,181(-)","PIR protein","957","No"
"PocGH01_00222000","PocGH01_00222000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_607:42,205..43,081(-)","PIR protein","645","No"
"PocGH01_00222100","PocGH01_00222100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_608:5,145..7,572(+)","PIR protein","2034","No"
"PocGH01_00222200","PocGH01_00222200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_608:10,593..11,649(-)","PIR protein, pseudogene","930","Yes"
"PocGH01_00222300","PocGH01_00222300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_608:14,236..15,575(-)","PIR protein","1080","No"
"PocGH01_00222400","PocGH01_00222400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_608:17,776..19,061(-)","PIR protein","1026","No"
"PocGH01_00222500","PocGH01_00222500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_608:22,792..23,711(-)","PIR protein","792","No"
"PocGH01_00222600","PocGH01_00222600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_608:27,105..28,324(-)","PIR protein","939","No"
"PocGH01_00222700","PocGH01_00222700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_608:31,494..32,760(-)","PIR protein","1008","No"
"PocGH01_00222800","PocGH01_00222800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_608:35,899..36,977(-)","PIR protein","870","No"
"PocGH01_00222900","PocGH01_00222900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_608:39,755..41,061(-)","PIR protein","1029","No"
"PocGH01_00223000","PocGH01_00223000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_608:44,524..45,524(-)","PIR protein, pseudogene","873","Yes"
"PocGH01_00223100","PocGH01_00223100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_609:76..1,461(-)","PIR protein","1116","No"
"PocGH01_00223200","PocGH01_00223200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_609:6,737..8,119(-)","PIR protein","1104","No"
"PocGH01_00223300","PocGH01_00223300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_609:10,748..11,627(-)","PIR protein, pseudogene","750","Yes"
"PocGH01_00223400","PocGH01_00223400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_609:14,606..15,662(-)","PIR protein, pseudogene","933","Yes"
"PocGH01_00223500","PocGH01_00223500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_609:19,476..20,720(-)","PIR protein","990","No"
"PocGH01_00223600","PocGH01_00223600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_609:24,193..25,123(-)","PIR protein","633","No"
"PocGH01_00223700","PocGH01_00223700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_609:27,776..29,018(-)","PIR protein","981","No"
"PocGH01_00223750","PocGH01_00223750.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_609:31,569..32,561(-)","PIR protein, pseudogene","879","Yes"
"PocGH01_00223800","PocGH01_00223800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_609:36,785..38,079(-)","PIR protein","1023","No"
"PocGH01_00223900","PocGH01_00223900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_609:41,018..42,099(-)","PIR protein","921","No"
