"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Gene has Unmatched Transcripts","Gene Name or Symbol","gene_source_id","Previous ID(s)","Transcript Product Description","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length","Chromosome","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Ortholog Group","Paralog count"
"PBANKA_0622100","PBANKA_0622100.1","Plasmodium berghei ANKA","PbANKA_06_v3:874,748..880,355(-)","protein kinase, putative","no","null","PBANKA_0622100","Previous IDs: PB000113.01.0;PB001611.02.0;PBANKA_062210","protein kinase, putative","5","5","1","null","null","reverse","protein coding","No","5079","06","PbANKA_06_v3:874748..880355(-)","PbANKA_06_v3","120","OG6_100573","3"
"PBANKA_0622200","PBANKA_0622200.1","Plasmodium berghei ANKA","PbANKA_06_v3:882,387..892,432(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0622200","Previous IDs: PB000540.02.0;PB000706.00.0;PB000707.00.0;PB001512.02.0;PBANKA_062220","conserved Plasmodium protein, unknown function","5","5","1","null","null","reverse","protein coding","No","9459","06","PbANKA_06_v3:882387..892432(-)","PbANKA_06_v3","39","OG6_171477","0"
"PBANKA_0622300","PBANKA_0622300.1","Plasmodium berghei ANKA","PbANKA_06_v3:893,514..895,038(-)","kelch domain-containing protein, putative","no","null","PBANKA_0622300","Previous IDs: PB001511.02.0;PBANKA_062230","kelch domain-containing protein, putative","3","3","1","null","null","reverse","protein coding","No","1224","06","PbANKA_06_v3:893514..895038(-)","PbANKA_06_v3","44","OG6_108959","0"
"PBANKA_0622400","PBANKA_0622400.1","Plasmodium berghei ANKA","PbANKA_06_v3:897,627..903,968(+)","kinesin-19, putative","no","null","PBANKA_0622400","Previous IDs: PB000817.01.0;PB301205.00.0;PB404119.00.0;PBANKA_062240","kinesin-19, putative","1","1","1","null","null","forward","protein coding","No","6342","06","PbANKA_06_v3:897627..903968(+)","PbANKA_06_v3","2","OG6_101662","0"
"PBANKA_0622500","PBANKA_0622500.1","Plasmodium berghei ANKA","PbANKA_06_v3:904,782..907,418(-)","exonuclease I, putative","no","null","PBANKA_0622500","Previous IDs: PB001014.00.0;PB300668.00.0;PBANKA_062250","exonuclease I, putative","1","1","1","null","null","reverse","protein coding","No","2637","06","PbANKA_06_v3:904782..907418(-)","PbANKA_06_v3","44","OG6_101671","0"
"PBANKA_0622600","PBANKA_0622600.1","Plasmodium berghei ANKA","PbANKA_06_v3:908,915..913,203(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0622600","Previous IDs: PB105232.00.0;PB107226.00.0;PBANKA_062260","conserved Plasmodium protein, unknown function","2","2","1","null","null","forward","protein coding","No","4200","06","PbANKA_06_v3:908915..913203(+)","PbANKA_06_v3","32","OG6_533541","0"
"PBANKA_0622700","PBANKA_0622700.1","Plasmodium berghei ANKA","PbANKA_06_v3:913,634..914,499(+)","mago nashi protein homologue, putative","no","null","PBANKA_0622700","Previous IDs: PB000405.00.0;PB000518.02.0;PB300228.00.0;PBANKA_062270","mago nashi protein homologue, putative","4","4","1","null","null","forward","protein coding","No","447","06","PbANKA_06_v3:913634..914499(+)","PbANKA_06_v3","44","OG6_102299","0"
"PBANKA_0622800","PBANKA_0622800.1","Plasmodium berghei ANKA","PbANKA_06_v3:914,920..917,518(-)","conserved protein, unknown function","no","null","PBANKA_0622800","Previous IDs: PB000404.00.0;PB301478.00.0;PBANKA_062280","conserved protein, unknown function","2","2","1","null","null","reverse","protein coding","No","2274","06","PbANKA_06_v3:914920..917518(-)","PbANKA_06_v3","44","OG6_171476","0"
"PBANKA_0622900","PBANKA_0622900.1","Plasmodium berghei ANKA","PbANKA_06_v3:921,091..921,843(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0622900","Previous IDs: PBANKA_062290","conserved Plasmodium protein, unknown function","4","4","1","null","null","forward","protein coding","No","300","06","PbANKA_06_v3:921091..921843(+)","PbANKA_06_v3","44","OG6_533441","0"
"PBANKA_0622921","PBANKA_0622921.1","Plasmodium berghei ANKA","PbANKA_06_v3:924,285..926,351(+)","18S ribosomal RNA","no","null","PBANKA_0622921","Previous IDs: berg06_18S","18S ribosomal RNA","1","1","1","null","null","forward","rRNA encoding","No","2067","06","PbANKA_06_v3:..(+)","PbANKA_06_v3","0","N/A (gene not protein coding)","0"
"PBANKA_0622941","PBANKA_0622941.1","Plasmodium berghei ANKA","PbANKA_06_v3:926,878..927,013(+)","5.8S ribosomal RNA","no","null","PBANKA_0622941","Previous IDs: berg06:rRNA:rfamscan:875179-875314","5.8S ribosomal RNA","1","1","1","null","null","forward","rRNA encoding","No","136","06","PbANKA_06_v3:..(+)","PbANKA_06_v3","0","N/A (gene not protein coding)","0"
"PBANKA_0622961","PBANKA_0622961.1","Plasmodium berghei ANKA","PbANKA_06_v3:929,844..933,777(+)","28S ribosomal RNA","no","null","PBANKA_0622961","Previous IDs: berg06_28S","28S ribosomal RNA","1","1","1","null","null","forward","rRNA encoding","No","3934","06","PbANKA_06_v3:..(+)","PbANKA_06_v3","0","N/A (gene not protein coding)","0"
"PBANKA_0623000","PBANKA_0623000.1","Plasmodium berghei ANKA","PbANKA_06_v3:935,323..936,309(-)","Plasmodium exported protein, unknown function","no","null","PBANKA_0623000","Previous IDs: PB400242.00.0;PBANKA_062300","Plasmodium exported protein, unknown function","2","2","1","null","null","reverse","protein coding","No","819","06","PbANKA_06_v3:935323..936309(-)","PbANKA_06_v3","5","OG6r1_109836","0"
"PBANKA_0623100","PBANKA_0623100.1","Plasmodium berghei ANKA","PbANKA_06_v3:940,354..942,905(-)","tryptophan-rich protein","no","null","PBANKA_0623100","Previous IDs: PB000370.00.0;PB000371.00.0;PB406060.00.0;PBANKA_062310","tryptophan-rich protein","2","2","1","null","null","reverse","protein coding","No","2382","06","PbANKA_06_v3:940354..942905(-)","PbANKA_06_v3","19","OG6_351691","1"
"PBANKA_0623150","PBANKA_0623150.1","Plasmodium berghei ANKA","PbANKA_06_v3:945,984..946,426(+)","conserved rodent malaria protein, unknown function","no","null","PBANKA_0623150","Previous IDs: PBANKA_062315","conserved rodent malaria protein, unknown function","2","2","1","null","null","forward","protein coding","No","252","06","PbANKA_06_v3:945984..946426(+)","PbANKA_06_v3","5","OG6r1_109837","0"
"PBANKA_0623200","PBANKA_0623200.1","Plasmodium berghei ANKA","PbANKA_06_v3:948,561..950,297(+)","lysophospholipase, putative","no","null","PBANKA_0623200","Previous IDs: PBANKA_062320","lysophospholipase, putative","1","1","1","null","null","forward","protein coding","No","1737","06","PbANKA_06_v3:948561..950297(+)","PbANKA_06_v3","458","OG6_100231","3"
"PBANKA_0623300","PBANKA_0623300.1","Plasmodium berghei ANKA","PbANKA_06_v3:951,400..952,526(-)","tryptophan-rich protein","no","null","PBANKA_0623300","Previous IDs: PB000222.01.0;PBANKA_062330","tryptophan-rich protein","2","2","1","null","null","reverse","protein coding","No","1029","06","PbANKA_06_v3:951400..952526(-)","PbANKA_06_v3","428","OG6_145873","4"
"PBANKA_0623400","PBANKA_0623400.1","Plasmodium berghei ANKA","PbANKA_06_v3:955,876..957,514(+)","fam-a protein","no","null","PBANKA_0623400","Previous IDs: PB100300.00.0;PB105684.00.0;PB105685.00.0;PB400523.00.0;PBANKA_062340","fam-a protein","6","6","1","null","null","forward","protein coding","No","936","06","PbANKA_06_v3:955876..957514(+)","PbANKA_06_v3","796","OG6_100943","37"
"PBANKA_0623450","PBANKA_0623450.1","Plasmodium berghei ANKA","PbANKA_06_v3:959,514..960,179(-)","fam-a protein, pseudogene","no","null","PBANKA_0623450","Previous IDs: PBANKA_062345","fam-a protein, pseudogene","3","3","1","null","null","reverse","protein coding","Yes","417","06","PbANKA_06_v3:959514..960179(-)","PbANKA_06_v3","0","N/A (gene is protein coding but not assigned ortholog group)","0"
"PBANKA_0623500","PBANKA_0623500.1","Plasmodium berghei ANKA","PbANKA_06_v3:965,095..966,872(-)","fam-a protein","no","null","PBANKA_0623500","Previous IDs: PB108692.00.0;PB405589.00.0;PBANKA_062350","fam-a protein","6","6","1","null","null","reverse","protein coding","No","1065","06","PbANKA_06_v3:965095..966872(-)","PbANKA_06_v3","796","OG6_100943","37"
"PBANKA_0623600","PBANKA_0623600.1","Plasmodium berghei ANKA","PbANKA_06_v3:970,830..971,962(+)","PIR protein","no","null","PBANKA_0623600","Previous IDs: PB500015.00.0;PBANKA_000090;PBANKA_062360","PIR protein","3","3","1","null","null","forward","protein coding","No","912","06","PbANKA_06_v3:970830..971962(+)","PbANKA_06_v3","32","OG6r1_100121","16"
"PBANKA_0623651","PBANKA_0623651.1","Plasmodium berghei ANKA","PbANKA_06_v3:974,439..975,562(+)","PIR protein, pseudogene","no","null","PBANKA_0623651","Previous IDs: PBANKA_000300","PIR protein, pseudogene","3","3","1","null","null","forward","protein coding","Yes","831","06","PbANKA_06_v3:974439..975562(+)","PbANKA_06_v3","0","N/A (gene is protein coding but not assigned ortholog group)","0"
"PBANKA_0623700","PBANKA_0623700.1","Plasmodium berghei ANKA","PbANKA_06_v3:978,317..981,261(+)","PIR protein","no","null","PBANKA_0623700","Previous IDs: PB402264.00.0;PB500047.00.0;PBANKA_000040;PBANKA_062370","PIR protein","3","3","1","null","null","forward","protein coding","No","2715","06","PbANKA_06_v3:978317..981261(+)","PbANKA_06_v3","58","OG6_122704","1"
"PBANKA_0623751","PBANKA_0623751.1","Plasmodium berghei ANKA","PbANKA_06_v3:982,481..983,178(-)","fam-a protein, pseudogene","no","null","PBANKA_0623751","null","fam-a protein, pseudogene","3","3","1","null","null","reverse","protein coding","Yes","447","06","PbANKA_06_v3:982481..983178(-)","PbANKA_06_v3","0","N/A (gene is protein coding but not assigned ortholog group)","0"
"PBANKA_0700011","PBANKA_0700011.1","Plasmodium berghei ANKA","PbANKA_07_v3:75..862(-)","PIR protein, pseudogene","no","null","PBANKA_0700011","Previous IDs: PBANKA_000860","PIR protein, pseudogene","5","5","1","null","null","reverse","protein coding","Yes","693","07","PbANKA_07_v3:75..862(-)","PbANKA_07_v3","0","N/A (gene is protein coding but not assigned ortholog group)","0"
"PBANKA_0700021","PBANKA_0700021.1","Plasmodium berghei ANKA","PbANKA_07_v3:2,402..3,188(-)","PIR protein, pseudogene","no","null","PBANKA_0700021","Previous IDs: PBANKA_000610;PBANKA_000620;PBANKA_011185;PBANKA_020035;PBANKA_020105","PIR protein, pseudogene","4","4","1","null","null","reverse","protein coding","Yes","693","07","PbANKA_07_v3:2402..3188(-)","PbANKA_07_v3","0","N/A (gene is protein coding but not assigned ortholog group)","0"
"PBANKA_0700031","PBANKA_0700031.1","Plasmodium berghei ANKA","PbANKA_07_v3:4,692..5,883(-)","PIR protein","no","null","PBANKA_0700031","Previous IDs: PBANKA_001030","PIR protein","3","3","1","null","null","reverse","protein coding","No","978","07","PbANKA_07_v3:4692..5883(-)","PbANKA_07_v3","9","OG6r1_101312","6"
"PBANKA_0700041","PBANKA_0700041.1","Plasmodium berghei ANKA","PbANKA_07_v3:8,395..9,597(-)","PIR protein","no","null","PBANKA_0700041","null","PIR protein","3","3","1","null","null","reverse","protein coding","No","963","07","PbANKA_07_v3:8395..9597(-)","PbANKA_07_v3","9","OG6r1_102835","2"
"PBANKA_0700051","PBANKA_0700051.1","Plasmodium berghei ANKA","PbANKA_07_v3:11,881..12,996(-)","PIR protein","no","null","PBANKA_0700051","Previous IDs: PB500040.00.0","PIR protein","3","3","1","null","null","reverse","protein coding","No","921","07","PbANKA_07_v3:11881..12996(-)","PbANKA_07_v3","27","OG6r1_100140","18"
"PBANKA_0700061","PBANKA_0700061.1","Plasmodium berghei ANKA","PbANKA_07_v3:15,337..16,478(-)","PIR protein","no","null","PBANKA_0700061","Previous IDs: PB200095.00.0","PIR protein","3","3","1","null","null","reverse","protein coding","No","945","07","PbANKA_07_v3:15337..16478(-)","PbANKA_07_v3","27","OG6r1_100140","18"
"PBANKA_0700071","PBANKA_0700071.1","Plasmodium berghei ANKA","PbANKA_07_v3:19,400..20,540(-)","PIR protein","no","null","PBANKA_0700071","Previous IDs: PB105420.00.0;PB404357.00.0;PB500012.00.0;PBANKA_000150;PBANKA_114640","PIR protein","3","3","1","null","null","reverse","protein coding","No","915","07","PbANKA_07_v3:19400..20540(-)","PbANKA_07_v3","32","OG6r1_100121","16"
"PBANKA_0700081","PBANKA_0700081.1","Plasmodium berghei ANKA","PbANKA_07_v3:22,956..24,111(-)","PIR protein","no","null","PBANKA_0700081","Previous IDs: PB200095.00.0;PB500001.00.0;PB500027.00.0;PB500036.00.0;PBANKA_114630","PIR protein","3","3","1","null","null","reverse","protein coding","No","960","07","PbANKA_07_v3:22956..24111(-)","PbANKA_07_v3","27","OG6r1_100140","18"
"PBANKA_0700100","PBANKA_0700100.1","Plasmodium berghei ANKA","PbANKA_07_v3:26,543..27,681(-)","PIR protein","no","null","PBANKA_0700100","Previous IDs: PB200085.00.0;PBANKA_070010","PIR protein","3","3","1","null","null","reverse","protein coding","No","915","07","PbANKA_07_v3:26543..27681(-)","PbANKA_07_v3","32","OG6r1_100121","16"
"PBANKA_0700200","PBANKA_0700200.1","Plasmodium berghei ANKA","PbANKA_07_v3:30,177..31,342(-)","PIR protein","no","null","PBANKA_0700200","Previous IDs: PB200072.00.0;PB200104.00.0;PBANKA_070020","PIR protein","3","3","1","null","null","reverse","protein coding","No","969","07","PbANKA_07_v3:30177..31342(-)","PbANKA_07_v3","13","OG6r1_100414","13"
"PBANKA_0700300","PBANKA_0700300.1","Plasmodium berghei ANKA","PbANKA_07_v3:34,088..35,364(-)","PIR protein","no","null","PBANKA_0700300","Previous IDs: PB401602.00.0;PB500058.00.0;PBANKA_070030","PIR protein","3","3","1","null","null","reverse","protein coding","No","1053","07","PbANKA_07_v3:34088..35364(-)","PbANKA_07_v3","7","OG6r1_102838","4"
"PBANKA_0700400","PBANKA_0700400.1","Plasmodium berghei ANKA","PbANKA_07_v3:37,561..38,525(-)","fam-b protein","no","null","PBANKA_0700400","null","fam-b protein","2","2","1","null","null","reverse","protein coding","No","798","07","PbANKA_07_v3:37561..38525(-)","PbANKA_07_v3","20","OG6r1_100246","13"
"PBANKA_0700500","PBANKA_0700500.1","Plasmodium berghei ANKA","PbANKA_07_v3:39,752..41,243(+)","fam-a protein","no","null","PBANKA_0700500","Previous IDs: PB103055.00.0;PBANKA_070050","fam-a protein","6","6","1","null","null","forward","protein coding","No","849","07","PbANKA_07_v3:39752..41243(+)","PbANKA_07_v3","796","OG6_100943","37"
"PBANKA_0700521","PBANKA_0700521.1","Plasmodium berghei ANKA","PbANKA_07_v3:42,938..44,513(+)","fam-a protein","no","null","PBANKA_0700521","null","fam-a protein","6","6","1","null","null","forward","protein coding","No","876","07","PbANKA_07_v3:42938..44513(+)","PbANKA_07_v3","796","OG6_100943","37"
"PBANKA_0700541","PBANKA_0700541.1","Plasmodium berghei ANKA","PbANKA_07_v3:45,961..47,138(-)","PIR protein","no","null","PBANKA_0700541","Previous IDs: PB200047.00.0;PBANKA_120010","PIR protein","3","3","1","null","null","reverse","protein coding","No","954","07","PbANKA_07_v3:45961..47138(-)","PbANKA_07_v3","13","OG6r1_100414","13"
"PBANKA_0700561","PBANKA_0700561.1","Plasmodium berghei ANKA","PbANKA_07_v3:50,963..53,064(+)","fam-a protein","no","null","PBANKA_0700561","Previous IDs: PB108485.00.0;PB402122.00.0;PB403055.00.0;PB403073.00.0;PBANKA_000020;PBANKA_000350","fam-a protein","7","7","1","null","null","forward","protein coding","No","1227","07","PbANKA_07_v3:50963..53064(+)","PbANKA_07_v3","19","OG6_122988","4"
"PBANKA_0700600","PBANKA_0700600.1","Plasmodium berghei ANKA","PbANKA_07_v3:57,648..58,500(-)","Plasmodium exported protein, unknown function","no","null","PBANKA_0700600","Previous IDs: PB106995.00.0;PBANKA_070060","Plasmodium exported protein, unknown function","2","2","1","null","null","reverse","protein coding","No","678","07","PbANKA_07_v3:57648..58500(-)","PbANKA_07_v3","7","OG6r1_106479","0"
"PBANKA_0700700","PBANKA_0700700.1","Plasmodium berghei ANKA","PbANKA_07_v3:59,803..60,631(+)","Plasmodium exported protein, unknown function","no","null","PBANKA_0700700","Previous IDs: PB106994.00.0;PB406064.00.0;PBANKA_070070","Plasmodium exported protein, unknown function","2","2","1","null","null","forward","protein coding","No","624","07","PbANKA_07_v3:59803..60631(+)","PbANKA_07_v3","42","OG6_532302","0"
"PBANKA_0700721","PBANKA_0700721.1","Plasmodium berghei ANKA","PbANKA_07_v3:63,086..65,127(+)","18S ribosomal RNA","no","null","PBANKA_0700721","Previous IDs: berg07_18S","18S ribosomal RNA","1","1","1","null","null","forward","rRNA encoding","No","2042","07","PbANKA_07_v3:..(+)","PbANKA_07_v3","0","N/A (gene not protein coding)","0"
"PBANKA_0700741","PBANKA_0700741.1","Plasmodium berghei ANKA","PbANKA_07_v3:65,493..65,651(+)","5.8S ribosomal RNA","no","null","PBANKA_0700741","Previous IDs: berg07:rRNA:rfamscan:29369-29527","5.8S ribosomal RNA","1","1","1","null","null","forward","rRNA encoding","No","159","07","PbANKA_07_v3:..(+)","PbANKA_07_v3","0","N/A (gene not protein coding)","0"
"PBANKA_0700761","PBANKA_0700761.1","Plasmodium berghei ANKA","PbANKA_07_v3:65,920..69,708(+)","28S ribosomal RNA","no","null","PBANKA_0700761","Previous IDs: berg07_28S","28S ribosomal RNA","1","1","1","null","null","forward","rRNA encoding","No","3789","07","PbANKA_07_v3:..(+)","PbANKA_07_v3","0","N/A (gene not protein coding)","0"
"PBANKA_0700800","PBANKA_0700800.1","Plasmodium berghei ANKA","PbANKA_07_v3:71,322..72,212(-)","Plasmodium exported protein (PHIST), unknown function","no","null","PBANKA_0700800","Previous IDs: PB103088.00.0;PBANKA_070080","Plasmodium exported protein (PHIST), unknown function","1","1","1","null","null","reverse","protein coding","No","891","07","PbANKA_07_v3:71322..72212(-)","PbANKA_07_v3","29","OG6_533137","0"
"PBANKA_0700900","PBANKA_0700900.1","Plasmodium berghei ANKA","PbANKA_07_v3:74,062..77,321(-)","reticulocyte binding protein, putative","no","Pb235","PBANKA_0700900","Previous IDs: PB000249.01.0;PB000822.00.0;PB000823.00.0;PBANKA_070090","reticulocyte binding protein, putative","2","2","1","null","null","reverse","protein coding","No","3147","07","PbANKA_07_v3:74062..77321(-)","PbANKA_07_v3","0","OG6_127292","0"
"PBANKA_0701000","PBANKA_0701000.1","Plasmodium berghei ANKA","PbANKA_07_v3:80,106..81,612(+)","sporozoite and liver stage tryptophan-rich protein, pseudogene","no","SLTRiP","PBANKA_0701000","Previous IDs: PB403006.00.0;PB403113.00.0;PBANKA_070100","sporozoite and liver stage tryptophan-rich protein, pseudogene","3","3","1","null","null","forward","protein coding","Yes","1266","07","PbANKA_07_v3:80106..81612(+)","PbANKA_07_v3","0","N/A (gene is protein coding but not assigned ortholog group)","0"
"PBANKA_0701100","PBANKA_0701100.1","Plasmodium berghei ANKA","PbANKA_07_v3:82,973..83,652(-)","CRA domain-containing protein, putative","no","null","PBANKA_0701100","Previous IDs: PB101537.00.0;PBANKA_070110","CRA domain-containing protein, putative","2","2","1","null","null","reverse","protein coding","No","495","07","PbANKA_07_v3:82973..83652(-)","PbANKA_07_v3","4","OG6r1_113125","0"
